time,DK042
2021-01-01,0.29
2021-01-02,-0.43666664
2021-01-03,-0.93666667
2021-01-04,-0.77666664
2021-01-05,-0.34
2021-01-06,-0.34
2021-01-07,-0.59
2021-01-08,-1.1766666
2021-01-09,-2.05
2021-01-10,-4.59
2021-01-11,-6.42
2021-01-12,-1.1066667
2021-01-13,0.003333335
2021-01-14,-0.6666667
2021-01-15,-3.6033332
2021-01-16,-2.8266668
2021-01-17,-3.0433333
2021-01-18,0.81333333
2021-01-19,-0.016666666
2021-01-20,1.2966666
2021-01-21,3.3766668
2021-01-22,5.8766665
2021-01-23,0.80999994
2021-01-24,-0.46666667
2021-01-25,-2.47
2021-01-26,-0.62666667
2021-01-27,-1.8333334
2021-01-28,3.9899998
2021-01-29,7.183333
2021-01-30,4.403333
2021-01-31,-0.42999998
2021-02-01,1.9499999
2021-02-02,7.0533333
2021-02-03,8.6866665
2021-02-04,6.6200004
2021-02-05,5.64
2021-02-06,5.7566667
2021-02-07,2.3933334
2021-02-08,-0.0066666403
2021-02-09,-3.0366666
2021-02-10,-6.056667
2021-02-11,-9.583333
2021-02-12,-9.986667
2021-02-13,-8.783333
2021-02-14,-7.316666
2021-02-15,-4.896666
2021-02-16,3.0633333
2021-02-17,5.82
2021-02-18,4.1466665
2021-02-19,6.4166665
2021-02-20,6.83
2021-02-21,4.2899995
2021-02-22,4.506666
2021-02-23,5.986666
2021-02-24,7.613333
2021-02-25,8.163333
2021-02-26,7.43
2021-02-27,3.3566666
2021-02-28,2.6566665
2021-03-01,4.2866664
2021-03-02,5.083333
2021-03-03,3.6633332
2021-03-04,7.793333
2021-03-05,1.8633332
2021-03-06,-0.76666665
2021-03-07,0.093333334
2021-03-08,0.29333332
2021-03-09,0.73
2021-03-10,3.4166667
2021-03-11,7.34
2021-03-12,6.1499996
2021-03-13,5.9599996
2021-03-14,2.9433334
2021-03-15,2.9533331
2021-03-16,2.6699998
2021-03-17,1.5533333
2021-03-18,0.5933333
2021-03-19,-0.14
2021-03-20,-1.3233333
2021-03-21,1.48
2021-03-22,2.5366666
2021-03-23,3.283333
2021-03-24,5.2466664
2021-03-25,7.9
2021-03-26,10.043334
2021-03-27,7.77
2021-03-28,7.8933334
2021-03-29,9.953334
2021-03-30,11.400001
2021-03-31,12.496666
2021-04-01,13.566667
2021-04-02,7.806667
2021-04-03,4.72
2021-04-04,5.0133333
2021-04-05,3.62
2021-04-06,-0.6366666
2021-04-07,-0.14999999
2021-04-08,1.8199998
2021-04-09,6.22
2021-04-10,10.156666
2021-04-11,12.386666
2021-04-12,2.6766665
2021-04-13,2.2933333
2021-04-14,1.61
2021-04-15,1.9599999
2021-04-16,1.4833332
2021-04-17,4.06
2021-04-18,4.83
2021-04-19,6.103333
2021-04-20,8.283333
2021-04-21,8.913333
2021-04-22,7.8999996
2021-04-23,7.476667
2021-04-24,9.293333
2021-04-25,8.276667
2021-04-26,7.5833335
2021-04-27,8.62
2021-04-28,11.653333
2021-04-29,10.993333
2021-04-30,7.4933333
2021-05-01,7.4566665
2021-05-02,6.42
2021-05-03,6.853333
2021-05-04,9.423333
2021-05-05,6.2599998
2021-05-06,6.7899995
2021-05-07,6.5733333
2021-05-08,9.12
2021-05-09,16.746666
2021-05-10,17.403334
2021-05-11,12.966666
2021-05-12,10.04
2021-05-13,9.990001
2021-05-14,11.333333
2021-05-15,10.823334
2021-05-16,10.84
2021-05-17,9.996666
2021-05-18,9.2
2021-05-19,9.68
2021-05-20,10.473333
2021-05-21,10.2
2021-05-22,11.466667
2021-05-23,10.016666
2021-05-24,10.766666
2021-05-25,9.846666
2021-05-26,9.34
2021-05-27,10.206666
2021-05-28,11.196666
2021-05-29,12.209999
2021-05-30,12.163333
2021-05-31,12.25
2021-06-01,14.516666
2021-06-02,16.546667
2021-06-03,18.593332
2021-06-04,18.743334
2021-06-05,17.616667
2021-06-06,16.053331
2021-06-07,17.823332
2021-06-08,17.44
2021-06-09,17.67
2021-06-10,17.763334
2021-06-11,19.113333
2021-06-12,19.883331
2021-06-13,16.653332
2021-06-14,17.353333
2021-06-15,19.933332
2021-06-16,21.419998
2021-06-17,23.08
2021-06-18,23.646667
2021-06-19,24.51
2021-06-20,21.720001
2021-06-21,20.606665
2021-06-22,19.03
2021-06-23,19.73
2021-06-24,18.3
2021-06-25,16.013334
2021-06-26,18.073334
2021-06-27,20.186666
2021-06-28,22.306665
2021-06-29,17.146666
2021-06-30,14.94
2021-07-01,13.443333
2021-07-02,15.616666
2021-07-03,17.71
2021-07-04,17.443333
2021-07-05,16.730001
2021-07-06,19.196667
2021-07-07,16.800001
2021-07-08,16.970001
2021-07-09,15.593333
2021-07-10,16.689999
2021-07-11,16.279999
2021-07-12,18.49
2021-07-13,16.519999
2021-07-14,15.73
2021-07-15,15.373333
2021-07-16,18.383333
2021-07-17,18.39
2021-07-18,19.653334
2021-07-19,19.916666
2021-07-20,17.896667
2021-07-21,17.813334
2021-07-22,19.186666
2021-07-23,20.339998
2021-07-24,19.106667
2021-07-25,18.533333
2021-07-26,18.089998
2021-07-27,19.636667
2021-07-28,18.136667
2021-07-29,18.706667
2021-07-30,19.266668
2021-07-31,18.813334
2021-08-01,15.003334
2021-08-02,15.093333
2021-08-03,15.203332
2021-08-04,15.536666
2021-08-05,16.38
2021-08-06,16.756666
2021-08-07,15.55
2021-08-08,15.829999
2021-08-09,16.526665
2021-08-10,17.76
2021-08-11,19.626665
2021-08-12,21.099998
2021-08-13,22.376665
2021-08-14,22.919998
2021-08-15,21.046667
2021-08-16,18.383333
2021-08-17,12.923333
2021-08-18,14.759999
2021-08-19,16.943333
2021-08-20,17.913332
2021-08-21,19.089998
2021-08-22,16.87
2021-08-23,15.116666
2021-08-24,13.93
2021-08-25,14.426666
2021-08-26,13.3533325
2021-08-27,13.04
2021-08-28,12.503333
2021-08-29,12.91
2021-08-30,14.093333
2021-08-31,14.616666
2021-09-01,13.776666
2021-09-02,14.536666
2021-09-03,15.41
2021-09-04,15.963333
2021-09-05,16.483334
2021-09-06,16.53
2021-09-07,16.263334
2021-09-08,16.823334
2021-09-09,18.263334
2021-09-10,18.65
2021-09-11,17.403334
2021-09-12,16.86
2021-09-13,16.539999
2021-09-14,18.686666
2021-09-15,17.973333
2021-09-16,15.503333
2021-09-17,12.943333
2021-09-18,13.243333
2021-09-19,12.386666
2021-09-20,11.78
2021-09-21,10.796666
2021-09-22,9.936667
2021-09-23,12.693333
2021-09-24,14.349999
2021-09-25,14.966667
2021-09-26,18.113333
2021-09-27,16.460001
2021-09-28,13.626666
2021-09-29,13.240001
2021-09-30,9.423333
2021-10-01,10.766666
2021-10-02,13.829999
2021-10-03,15.793334
2021-10-04,12.079999
2021-10-05,11.653333
2021-10-06,10.006667
2021-10-07,9.91
2021-10-08,10.266666
2021-10-09,8.586667
2021-10-10,6.0466666
2021-10-11,6.6166663
2021-10-12,8.256667
2021-10-13,6.286667
2021-10-14,7.09
2021-10-15,7.886667
2021-10-16,7.8799996
2021-10-17,5.8766665
2021-10-18,6.9599996
2021-10-19,9.146667
2021-10-20,12.803333
2021-10-21,11.889999
2021-10-22,6.5866666
2021-10-23,5.5699997
2021-10-24,4.9566665
2021-10-25,3.8866665
2021-10-26,7.0499997
2021-10-27,5.9500003
2021-10-28,6.4566665
2021-10-29,4.0066667
2021-10-30,4.873333
2021-10-31,10.21
2021-11-01,7.47
2021-11-02,6.2933335
2021-11-03,4.69
2021-11-04,4.96
2021-11-05,4.99
2021-11-06,2.3733332
2021-11-07,4.48
2021-11-08,4.5466666
2021-11-09,3.6866665
2021-11-10,1.8299999
2021-11-11,1.4466667
2021-11-12,1.7366667
2021-11-13,3.5600002
2021-11-14,6.6766663
2021-11-15,5.153333
2021-11-16,4.2066665
2021-11-17,3.9866664
2021-11-18,4.7433333
2021-11-19,4.2233334
2021-11-20,4.9766665
2021-11-21,1.9333334
2021-11-22,3.3133335
2021-11-23,-0.35999998
2021-11-24,-0.93666667
2021-11-25,-1.11
2021-11-26,-0.006666666
2021-11-27,1.2166667
2021-11-28,-0.42999998
2021-11-29,-0.11666667
2021-11-30,0.6933333
2021-12-01,5.52
2021-12-02,2.5199997
2021-12-03,-0.03
2021-12-04,3.0933332
2021-12-05,1.8166666
2021-12-06,0.080000006
2021-12-07,0.47
2021-12-08,-0.48333335
2021-12-09,0.8233333
2021-12-10,-0.84
2021-12-11,0.5533333
2021-12-12,1.32
2021-12-13,2.6166666
2021-12-14,1.56
2021-12-15,3.03
2021-12-16,2.7966664
2021-12-17,1.56
2021-12-18,0.94
2021-12-19,0.54333335
2021-12-20,0.8066666
2021-12-21,-3.47
2021-12-22,-5.19
2021-12-23,-1.21
2021-12-24,5.0733333
2021-12-25,4.17
2021-12-26,1.26
2021-12-27,2.7
2021-12-28,5.4566665
2021-12-29,7.366667
2021-12-30,11.913333
2021-12-31,9.946666
