time,FRJ14
2021-01-01,9.045
2021-01-02,6.1849995
2021-01-03,6.825
2021-01-04,6.5275
2021-01-05,4.8624997
2021-01-06,5.1449995
2021-01-07,6.0474997
2021-01-08,7.567499
2021-01-09,10.8575
2021-01-10,9.5425
2021-01-11,7.12
2021-01-12,6.8025002
2021-01-13,7.995
2021-01-14,8.1225
2021-01-15,7.865
2021-01-16,8.974999
2021-01-17,10.447499
2021-01-18,10.219999
2021-01-19,9.875
2021-01-20,10.184999
2021-01-21,13.57
2021-01-22,13.622499
2021-01-23,12.567499
2021-01-24,12.5199995
2021-01-25,12.38
2021-01-26,11.7
2021-01-27,14.3324995
2021-01-28,15.0375
2021-01-29,15.934999
2021-01-30,13.309999
2021-01-31,13.25
2021-02-01,15.554999
2021-02-02,14.16
2021-02-03,13.0025
2021-02-04,12.945
2021-02-05,15.195
2021-02-06,16.3625
2021-02-07,9.275
2021-02-08,9.91
2021-02-09,13.3925
2021-02-10,12.2125
2021-02-11,11.07
2021-02-12,12.119999
2021-02-13,12.949999
2021-02-14,9.2525
2021-02-15,8.799999
2021-02-16,9.3375
2021-02-17,10.11
2021-02-18,12.2699995
2021-02-19,10.877501
2021-02-20,12.3949995
2021-02-21,14.485
2021-02-22,11.97
2021-02-23,12.7975
2021-02-24,12.6175
2021-02-25,11.3925
2021-02-26,11.214999
2021-02-27,10.7275
2021-02-28,11.39
2021-03-01,12.964999
2021-03-02,13.155
2021-03-03,13.0425005
2021-03-04,11.57
2021-03-05,10.8825
2021-03-06,11.8025
2021-03-07,12.16
2021-03-08,11.434999
2021-03-09,11.684999
2021-03-10,11.1225
2021-03-11,10.5775
2021-03-12,13.874999
2021-03-13,11.094999
2021-03-14,12.41
2021-03-15,11.785
2021-03-16,11.327499
2021-03-17,11.717501
2021-03-18,11.325
2021-03-19,7.5675
2021-03-20,8.885
2021-03-21,9.17
2021-03-22,10.9275
2021-03-23,10.4375
2021-03-24,11.232499
2021-03-25,11.502501
2021-03-26,13.98
2021-03-27,13.372499
2021-03-28,13.585
2021-03-29,14.66
2021-03-30,14.802499
2021-03-31,13.7425
2021-04-01,14.65
2021-04-02,14.197498
2021-04-03,15.09
2021-04-04,15.4175
2021-04-05,14.27
2021-04-06,15.414999
2021-04-07,9.434999
2021-04-08,9.367499
2021-04-09,11.2325
2021-04-10,12.599999
2021-04-11,13.084999
2021-04-12,11.5875
2021-04-13,11.764999
2021-04-14,12.924999
2021-04-15,12.627499
2021-04-16,12.002501
2021-04-17,8.400001
2021-04-18,10.459999
2021-04-19,12.2125
2021-04-20,13.772499
2021-04-21,14.4425
2021-04-22,13.549999
2021-04-23,12.7
2021-04-24,13.3825
2021-04-25,15.440001
2021-04-26,17.005001
2021-04-27,15.559999
2021-04-28,17.3975
2021-04-29,17.394999
2021-04-30,16.664999
2021-05-01,15.6425
2021-05-02,14.9375
2021-05-03,16.205
2021-05-04,15.074999
2021-05-05,15.2575
2021-05-06,15.559999
2021-05-07,17.5075
2021-05-08,17.77
2021-05-09,19.75
2021-05-10,17.32
2021-05-11,15.445
2021-05-12,15.9275
2021-05-13,17.6775
2021-05-14,16.7225
2021-05-15,16.175
2021-05-16,19.852499
2021-05-17,18.365
2021-05-18,16.609999
2021-05-19,17.68
2021-05-20,16.6325
2021-05-21,17.6025
2021-05-22,17.99
2021-05-23,15.59
2021-05-24,16.945
2021-05-25,17.102499
2021-05-26,17.06
2021-05-27,17.335
2021-05-28,19.4725
2021-05-29,18.8475
2021-05-30,19.7425
2021-05-31,20.942501
2021-06-01,21.2075
2021-06-02,21.55
2021-06-03,22.057499
2021-06-04,21.869999
2021-06-05,20.235
2021-06-06,20.6175
2021-06-07,19.1925
2021-06-08,20.830002
2021-06-09,21.5375
2021-06-10,22.2025
2021-06-11,22.4525
2021-06-12,25.279999
2021-06-13,24.3225
2021-06-14,24.8575
2021-06-15,26.9975
2021-06-16,26.502499
2021-06-17,24.425
2021-06-18,23.42
2021-06-19,25.117498
2021-06-20,23.9875
2021-06-21,22.8725
2021-06-22,22.865
2021-06-23,22.837498
2021-06-24,22.3
2021-06-25,22.9425
2021-06-26,22.875
2021-06-27,22.945
2021-06-28,23.015
2021-06-29,24.2875
2021-06-30,23.4025
2021-07-01,22.902498
2021-07-02,22.5225
2021-07-03,23.977499
2021-07-04,26.285
2021-07-05,25.212498
2021-07-06,24.634998
2021-07-07,25.980001
2021-07-08,25.187498
2021-07-09,24.467499
2021-07-10,23.935
2021-07-11,25.575
2021-07-12,25.105
2021-07-13,22.765
2021-07-14,22.6475
2021-07-15,23.239998
2021-07-16,23.3975
2021-07-17,23.965
2021-07-18,24.2725
2021-07-19,25.5075
2021-07-20,25.0425
2021-07-21,25.7575
2021-07-22,26.794998
2021-07-23,27.102499
2021-07-24,28.05
2021-07-25,27.1325
2021-07-26,24.92
2021-07-27,24.824999
2021-07-28,25.262499
2021-07-29,25.595001
2021-07-30,25.31
2021-07-31,25.477499
2021-08-01,23.279999
2021-08-02,23.625
2021-08-03,25.1675
2021-08-04,24.394999
2021-08-05,24.859999
2021-08-06,25.785
2021-08-07,26.835
2021-08-08,25.224998
2021-08-09,25.835
2021-08-10,27.625
2021-08-11,28.6325
2021-08-12,29.445
2021-08-13,29.252499
2021-08-14,28.8475
2021-08-15,27.7475
2021-08-16,27.5275
2021-08-17,24.9425
2021-08-18,24.457499
2021-08-19,24.484997
2021-08-20,25.08
2021-08-21,26.464998
2021-08-22,27.3125
2021-08-23,26.5625
2021-08-24,25.515
2021-08-25,24.7925
2021-08-26,24.11
2021-08-27,25.6825
2021-08-28,26.1875
2021-08-29,24.625002
2021-08-30,22.637499
2021-08-31,23.9925
2021-09-01,25.05
2021-09-02,25.71
2021-09-03,25.32
2021-09-04,25.0
2021-09-05,25.265
2021-09-06,25.439999
2021-09-07,26.112497
2021-09-08,26.95
2021-09-09,26.925
2021-09-10,25.642498
2021-09-11,24.782497
2021-09-12,25.249998
2021-09-13,24.4525
2021-09-14,26.3975
2021-09-15,24.815
2021-09-16,24.572498
2021-09-17,24.009998
2021-09-18,23.994999
2021-09-19,23.482498
2021-09-20,22.552498
2021-09-21,19.96
2021-09-22,22.1675
2021-09-23,24.095
2021-09-24,24.8525
2021-09-25,25.645
2021-09-26,24.575
2021-09-27,23.185
2021-09-28,23.6775
2021-09-29,22.2775
2021-09-30,22.3625
2021-10-01,20.637499
2021-10-02,21.1325
2021-10-03,22.9525
2021-10-04,17.494999
2021-10-05,17.8675
2021-10-06,19.2625
2021-10-07,19.297499
2021-10-08,19.1525
2021-10-09,18.4975
2021-10-10,19.715
2021-10-11,18.685
2021-10-12,17.55
2021-10-13,17.7125
2021-10-14,17.04
2021-10-15,18.349998
2021-10-16,18.34
2021-10-17,18.11
2021-10-18,18.359999
2021-10-19,19.149998
2021-10-20,18.73
2021-10-21,19.64
2021-10-22,18.3325
2021-10-23,16.32
2021-10-24,16.779999
2021-10-25,17.435001
2021-10-26,16.5825
2021-10-27,16.195
2021-10-28,16.2925
2021-10-29,17.144999
2021-10-30,19.6425
2021-10-31,21.8725
2021-11-01,19.3525
2021-11-02,17.195
2021-11-03,14.709999
2021-11-04,13.065
2021-11-05,11.5975
2021-11-06,13.82
2021-11-07,14.725
2021-11-08,14.6725
2021-11-09,14.9275
2021-11-10,15.129999
2021-11-11,16.0475
2021-11-12,15.6075
2021-11-13,16.3125
2021-11-14,13.6725
2021-11-15,12.8475
2021-11-16,13.4525
2021-11-17,13.252501
2021-11-18,11.835
2021-11-19,13.35
2021-11-20,14.2675
2021-11-21,13.985
2021-11-22,13.46
2021-11-23,11.912499
2021-11-24,12.559999
2021-11-25,11.072499
2021-11-26,10.65
2021-11-27,10.53
2021-11-28,9.635
2021-11-29,10.799999
2021-11-30,10.8325
2021-12-01,11.2325
2021-12-02,9.719999
2021-12-03,9.537499
2021-12-04,11.607499
2021-12-05,12.122499
2021-12-06,10.2025
2021-12-07,12.75
2021-12-08,13.145
2021-12-09,11.8675
2021-12-10,15.594999
2021-12-11,11.2525
2021-12-12,11.089999
2021-12-13,11.24
2021-12-14,10.795
2021-12-15,11.0875
2021-12-16,10.435
2021-12-17,9.7325
2021-12-18,11.1525
2021-12-19,10.18
2021-12-20,9.635
2021-12-21,12.147499
2021-12-22,10.785
2021-12-23,13.129999
2021-12-24,13.705
2021-12-25,14.6525
2021-12-26,14.115
2021-12-27,15.7699995
2021-12-28,15.789999
2021-12-29,14.5625
2021-12-30,13.9725
2021-12-31,11.0
